DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
BT;307207;ESC.PART.;A HEBRAICA;A HEBRAICA;;BUTANTA;PINHEIROS;RUA HUNGRIA;1000;JARDIM EUROPA;1455000;38188938;;;Ativa;62;PINHEIROS;6204;35814131;35814131;;18 M A 5 A;06/02/2010;3;01/02/2010;;06/fev/10;;;;-23578930;-46694078;31/12/2022
BT;307412;ESC.PART.;ABCD SOFIA;ABCD SOFIA;;BUTANTA;BUTANTA;RUA OTÁVIO PEDREIRO ROSA;212;JARDIM ESTER;5372000;37824979;;;Ativa;67;RIO PEQUENO;6703;35446245;35446245;;;12/11/2010;62;10/11/2010;;12/nov/10;;;;-23583388;-46760545;31/12/2022
BT;307131;ESC.PART.;ACONCHEGO, ESCOLA;ACONCHEGO, ESCOLA;;BUTANTA;BUTANTA;RUA QUITANDUBA;50;CAXINGUI;5516030;37223301;;;Ativa;12;BUTANTA;1203;35434700;35434700;;ZERO A 6 A ;26/08/2009;85;21/08/2009;;;;;;-23583061;-46715523;31/12/2022
BT;400003;CEI DIRET;ALOYSIO DE MENEZES GREENHALGH, VER.;ALOYSIO DE MENEZES GREENHALGH, VER.;;BUTANTA;BUTANTA;RUA DOUTOR FRANCISCO PATI;375;CIDADE SAO FRANCISCO;5352090;37685894;;;Ativa;67;RIO PEQUENO;6701;35238545;35238545;1,621E+14;0 A 3 ANOS;16/10/1987;24.765;16/10/1987;;22/mai/07;;VILA SAO FRANCISCO;;-23557659;-46759414;31/12/2022
BT;92754;EMEF;ALCIDES GONCALVES ETCHEGOYEN, GEN.;ALCIDES GONCALVES ETCHEGOYEN, GEN.;;BUTANTA;BUTANTA;RUA ADHERBAL STRESSER;686;JARDIM ARPOADOR;5566000;37821862;37829744;;Ativa;65;RAPOSO TAVARES;6505;35053173;35053173;1,621E+14;;20/02/1971;9.332;16/02/1971;;10/abr/81;;ARPOADOR;;-23594749;-46791369;31/12/2022
BT;309420;CR.P.CONV;ALECRIM;ALECRIM;;BUTANTA;BUTANTA;RUA FRANCISCO LEITE ESQUERDO;347;JARDIM CELESTE;5528040;37513689;;;Ativa;94;VILA SONIA;9401;35006655;35006655;;;02/08/2019;6,0162E+15;02/08/2019;;16/out/21;;;;-23595442;-46754766;31/12/2022
BT;308408;CR.P.CONV;ALEGRIA DE APRENDER;ALEGRIA DE APRENDER;;BUTANTA;BUTANTA;RUA BALTASAR SAMPER;205;PARQUE IPÊ;5571040;25895528;;;Ativa;65;RAPOSO TAVARES;6505;35578836;35578836;;;25/07/2015;2,01502E+11;25/07/2015;;08/fev/22;;;;-23591615;-46798076;31/12/2022
BT;309267;CR.P.CONV;ALEGRIA DO SABER;ALEGRIA DO SABER;;BUTANTA;BUTANTA;RUA PANÔNIA;257;JARDIM COLOMBO;5629010;37423432;;;Ativa;94;VILA SONIA;9403;35005880;35005880;;;04/10/2018;6,0162E+15;04/10/2018;;;;;;-23603518;-46729406;31/12/2022
BT;309547;CR.P.CONV;ALEGRIA DO SABER II;ALEGRIA DO SABER II;;BUTANTA;BUTANTA;RUA PANÔNIA;154;JARDIM COLOMBO;5629010;37440198;;;Ativa;94;VILA SONIA;9403;35006897;35006897;;;29/08/2019;6,0162E+15;29/11/2019;;17/fev/22;;;;-23602954;-46728583;31/12/2022
BT;309765;CR.P.CONV;ALEGRIA DO SABER III;ALEGRIA DO SABER III;;BUTANTA;BUTANTA;RUA PANÔNIA;410;JARDIM COLOMBO;5629010;;;;Ativa;94;VILA SONIA;9403;35008304;35008304;;;04/10/2021;1132021;04/10/2021;;07/set/22;;;;-23603870;-46730945;31/12/2022
BT;309766;CR.P.CONV;ALEGRIA DO SABER IV;ALEGRIA DO SABER IV;;BUTANTA;BUTANTA;RUA COMENDADOR FELÍCIO LANZARA;49;JARDIM JUSSARA;5525050;;;;Ativa;94;VILA SONIA;9401;35008305;35008305;;;25/10/2021;1432021;25/10/2021;;;;;;-23603812;-46749455;31/12/2022
BT;304697;ESC.PART.;ALFA ESCOLA;ALFA ESCOLA;;BUTANTA;PINHEIROS;RUA DOS MACUNIS;333;VILA MADALENA;5444000;38194567;;;Ativa;62;PINHEIROS;6201;35104668;35104668;;;;;;;18/out/95;;;;-23557592;-46697660;31/12/2022
BT;307920;ESC.PART.;ALGO TAO DOCE;ALGO TAO DOCE;;BUTANTA;BUTANTA;RUA ARTHUR SOTER LOPES DA SILVA;603;JARDIM ESMERALDA;5367140;37633337;;;Ativa;67;RIO PEQUENO;6704;35483722;35483722;;6M A 5A;12/12/2012;133;12/12/2012;;12/dez/12;;;;-23573247;-46753087;31/12/2022
BT;92746;EMEF;ALIPIO ANDRADA SERPA, TTE.;ALIPIO ANDRADA SERPA, TTE.;;BUTANTA;BUTANTA;RUA NICOLAU COPÉRNICO;165;JARDIM CLÁUDIA;5546110;37824068;;37829746;Ativa;65;RAPOSO TAVARES;6503;35053284;35053284;1,621E+14;;15/01/1971;9.252;14/01/1971;;10/abr/81;;;;-23588340;-46772909;31/12/2022
BT;191;EMEF;ALIPIO CORREA NETO, PROF.;ALIPIO CORREA NETO, PROF.;;BUTANTA;BUTANTA;AVENIDA JOAO CAIAFFA;140;JARDIM TABOAO;5742100;58450121;;58450121;Ativa;94;VILA SONIA;9404;35098462;35098462;1,621E+14;;27/05/1988;26.003;27/05/1988;;16/mar/91;;;;-23612237;-46749888;31/12/2022
BT;308571;ESC.PART.;ALL TOGETHER SCHOOL;ALL TOGETHER SCHOOL;;BUTANTA;PINHEIROS;RUA IBIAPINÓPOLIS;211;JARDIM PAULISTANO;1457030;38878477;;;Ativa;62;PINHEIROS;6204;35582852;35582852;;4 MESES A 5 ANOS;26/02/2016;15;24/02/2016;;02/dez/22;;;;-23573126;-46694297;31/12/2022
BT;305065;ESC.PART.;ALTO DE PINHEIROS E.E.I.;ALTO DE PINHEIROS E.E.I.;;BUTANTA;PINHEIROS;RUA CARAÇA;215;VILA MADALENA;5447130;38138251;;;Ativa;2;ALTO DE PINHEIROS;202;35170677;35170677;;;;;;;18/out/95;;;;-23550270;-46701928;31/12/2022
BT;90069;EMEI;ALUISIO DE ALMEIDA;ALUISIO DE ALMEIDA;;BUTANTA;BUTANTA;RUA JOSE XAVIER GUIMARAES;12;JARDIM LUCIA;5545080;37825295;;37829752;Ativa;65;RAPOSO TAVARES;6503;35084359;35084359;1,621E+14;;24/12/1980;17.101;24/12/1980;;;;JARDIM CLAUDIA;;-23587453;-46767826;31/12/2022
BT;200158;CIEJA;ALUNA JESSICA NUNES HERCULANO;ALUNA JESSICA NUNES HERCULANO;;BUTANTA;BUTANTA;RUA ANTONIO MARIANI;425;INSTITUTO DE PREVIDENCIA;5530000;37220656;37225331;37220656;Ativa;12;BUTANTA;1202;35260228;35260228;1,621E+14;;01/06/1999;38.016;01/06/1999;;;;CEMES - CENTRO MUN.DE ENS.SUPLETIVO -DREM 12;;-23575351;-46716556;31/12/2022
BT;92827;EMEF;ALVARO SILVA BRAGA, GEN.;ALVARO SILVA BRAGA, GEN.;;BUTANTA;BUTANTA;RUA PADRE PAULO CANELLES;611;VILA DALVA;5386070;37120676;37120676;37615812;Ativa;67;RIO PEQUENO;6702;35053181;35053181;1,621E+14;;12/02/1971;9.299;11/02/1971;;10/abr/81;;VILA DALVA;;-23564172;-46764287;31/12/2022
BT;92690;EMEF;AMORIM LIMA, DES.;AMORIM LIMA, DES.;;BUTANTA;BUTANTA;RUA PROFESSOR VICENTE PEIXOTO;50;VILA GOMES;5587160;37261119;37268049;;Ativa;12;BUTANTA;1201;35053144;35053144;1,621E+14;;;;;;10/abr/81;;ESCOLAS AGRUPADAS DE VILA INDIANA;;-23574501;-46729251;31/12/2022
BT;400010;CEI DIRET;ANTONIO JOAO ABDALLA, DR.;ANTONIO JOAO ABDALLA, DR.;;BUTANTA;BUTANTA;RUA ÂNGELO APARECIDO DOS SANTOS DIAS;257;JARDIM SÃO JORGE;5568090;37820844;37846848;37820844;Ativa;65;RAPOSO TAVARES;6503;35238557;35238557;1,621E+14;0 A 3 ANOS;01/05/2003;36.710;30/01/1997;;13/ago/08;;;;-23592218;-46783406;31/12/2022
BT;309387;ESC.PART.;ANIMA - NUCLEO DE DESENVOLVIMENTO INFANTIL;ANIMA - NUCLEO DE DESENVOLVIMENTO INFANTIL;;BUTANTA;PINHEIROS;RUA BREJO ALEGRE;53;BROOKLIN PAULISTA;4557050;55316143;;;Ativa;35;ITAIM BIBI;3503;35162516;35162516;;;21/11/1997;194;10/11/1997;;21/nov/97;;;;-23604291;-46680859;31/12/2022
BT;90034;EMEI;ANTONIO BENTO;ANTONIO BENTO;;BUTANTA;BUTANTA;RUA JOAO BATISTA DE SOUSA FILHO;405;CAXINGUI;5515040;37217397;37225142;;Ativa;12;BUTANTA;1203;35051603;35051603;1,621E+14;;;;;;18/set/85;;CAXINGUI;;-23579371;-46715700;31/12/2022
BT;90450;EMEI;ANTONIO BRANCO LEFEVRE, PROF.;ANTONIO BRANCO LEFEVRE, PROF.;;BUTANTA;PINHEIROS;RUA DOUTOR OVÍDIO PIRES DE CAMPOS;342;CERQUEIRA CÉSAR;5403010;30632986;30633543;;Ativa;45;JARDIM PAULISTA;4501;35051706;35051706;1,621E+14;;;;;;30/jul/85;;HOSPITAL DAS CLINICAS - PI 23;;-23557055;-46670438;31/12/2022
BT;213;EMEI;ANTONIO CARLOS PACHECO E SILVA, PROF.;ANTONIO CARLOS PACHECO E SILVA, PROF.;;BUTANTA;BUTANTA;AVENIDA JOÃO CAIAFFA;90;JARDIM TABOÃO;5742100;58448902;;58425113;Ativa;94;VILA SONIA;9404;35098504;35098504;1,621E+14;;07/06/1988;26.117;07/06/1988;;13/mar/01;;;;-23611929;-46750176;31/12/2022
BT;307378;ESC.PART.;APICE;APICE;;BUTANTA;BUTANTA;RUA JOSÉ JANNARELLI;348;VILA PROGREDIOR;5615000;37217690;;;Ativa;54;MORUMBI;5401;35178457;35178457;;ZERO A 5A;17/09/2010;52;15/09/2010;;17/set/10;;;;-23578249;-46682645;31/12/2022
BT;307177;ESC.PART.;APOIO,  ESCOLA;APOIO,  ESCOLA;;BUTANTA;BUTANTA;AVENIDA MARECHAL JUAREZ TÁVORA;106;SUPER QUADRA MORUMBI;5750000;37443558;;;Ativa;94;VILA SONIA;9404;35170999;35170999;;4 M A 5 A;03/12/2009;97;26/11/2009;;03/dez/09;;;;-23606170;-46738665;31/12/2022
BT;400018;CEI DIRET;BENEDICTO ROCHA, VER.;BENEDICTO ROCHA, VER.;;BUTANTA;BUTANTA;RUA DENIS CHAUDET;150;JARDIM DRACENA;5528220;37510258;;;Ativa;94;VILA SONIA;9401;35238485;35238485;1,621E+14;0 A 3 ANOS;18/06/1987;24.018;18/06/1987;;22/mai/07;;JARDIM JACQUELINE;;-23593573;-46758742;31/12/2022
BT;304701;ESC.PART.;ARTE CRIANCA E.E.I;ARTE CRIANCA E.E.I;;BUTANTA;PINHEIROS;RUA DOUTOR MARIO FERRAZ;68;JARDIM EUROPA;1453010;38150583;;;Ativa;62;PINHEIROS;6201;35138548;35138548;;;;;;;18/out/95;;;;-23581036;-46687528;31/12/2022
BT;92720;EMEF;ARTHUR WHITAKER, DES.;ARTHUR WHITAKER, DES.;;BUTANTA;BUTANTA;RUA ANDRE SARAIVA;860;VILA SONIA;5626000;37425772;37715582;;Ativa;94;VILA SONIA;9403;35053156;35053156;1,621E+14;;20/03/1957;3.504;20/03/1957;;01/set/82;;VILA SONIA II;;-23596402;-46735918;31/12/2022
BT;501383;MOVA;ASSOCIACAO METODISTA LIVRE AGENTE - UNID I;ASSOCIACAO METODISTA LIVRE AGENTE - UNID I;;BUTANTA;BUTANTA;RUA GRANDE ARROZAL;36;VILA BUTANTÃ;5360180;954365544;;;Ativa;67;RIO PEQUENO;6705;;;;;12/03/2010;2009.0.233.558.4;12/03/2010;12/mar/10;;;;;-23562478;-46744643;31/12/2022
BT;308272;ESC.PART.;BABY ARTE, E.R.I.;BABY ARTE, E.R.I.;;BUTANTA;BUTANTA;RUA JOSÉ FILIPE DA SILVA;436;JARDIM ESTER;5372040;37811026;;;Ativa;67;RIO PEQUENO;6703;35576840;35576840;;04 MESES A 05 ANOS;16/06/2015;19;11/06/2015;;28/jul/21;;;;-23582537;-46761409;31/12/2022
BT;309579;ESC.PART.;BEE KIDS, ESCOLA;BEE KIDS, ESCOLA;;BUTANTA;PINHEIROS;RUA ARACARI;208;ITAIM BIBI;1453020;;;;Ativa;35;ITAIM BIBI;3501;35007277;35007277;;4 MESES A 5 ANOS;07/01/2020;285;27/12/2019;;07/jan/19;;;;-23583699;-46685348;31/12/2022
BT;306507;CR.P.CONV;BELEZINHA PRIMAVERA;BELEZINHA PRIMAVERA;;BUTANTA;BUTANTA;RUA DOM VALENTIM;69;JARDIM COLOMBO;5629040;23622023;;;Ativa;94;VILA SONIA;9404;35814040;35814040;;1A A 3A;;;;20/jul/02;;;PRIMAVERA;;-23604360;-46730333;31/12/2022
BT;14591;EMEI;BENEDICTO CASTRUCCI, PROF.;BENEDICTO CASTRUCCI, PROF.;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUE;S/N   ;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37814833;;;Ativa;65;RAPOSO TAVARES;6501;35200074;35200074;1,621E+14;;02/03/1994;34.005;02/03/1994;;13/mar/01;;CONJ. HABITACIONAL RAPOSO TAVARES;;-23586339;-46800967;31/12/2022
BT;306186;CR.P.CONV;BLANDINA MEIRELLES;BLANDINA MEIRELLES;;BUTANTA;BUTANTA;AVENIDA JOSE JOAQUIM SEABRA;1245;JARDIM IVANA;5364000;37162241;;;Ativa;67;RIO PEQUENO;6704;35180750;35180750;;ZERO A 03 ANOS ;;;;20/jul/02;11/set/14;;SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;;-23567957;-46755501;31/12/2022
BT;309820;ESC.PART.;BLUEBE SCHOOL;BLUEBE SCHOOL;;BUTANTA;PINHEIROS;RUA PEDRALVA;290;ALTO DE PINHEIROS;5467020;30217736;;;Ativa;2;ALTO DE PINHEIROS;201;35009000;35009000;;4 MESES A 5 ANOS E 11 MESES;14/04/2022;161;11/04/2022;;14/abr/22;;;;-23543492;-46718408;31/12/2022
BT;92819;EMEF;BRASIL-JAPAO;BRASIL-JAPAO;;BUTANTA;BUTANTA;RUA DOUTOR PAULO CARVALHO FERREIRA;94;JARDIM SARAH;5382040;37664383;;;Ativa;67;RIO PEQUENO;6703;35053132;35053132;1,621E+14;;23/01/1967;6.855;23/01/1967;;10/abr/81;;ESCOLAS AGRUPADAS DO RIO PEQUENO;;-23573464;-46761340;31/12/2022
BT;307373;ESC.PART.;BRIGHT KIDS;BRIGHT KIDS;;BUTANTA;PINHEIROS;AVENIDA NOVE DE JULHO;4076;JARDIM PAULISTA;1406100;30573177;;;Ativa;45;JARDIM PAULISTA;4503;35445113;35445113;;1A A 5A;11/09/2010;50;09/09/2010;;11/set/10;;;;-23571233;-46675317;31/12/2022
BT;309197;ESC.PART.;BRINCARTE, B.R.I.;BRINCARTE, B.R.I.;;BUTANTA;PINHEIROS;RUA PEIXOTO GOMIDE;1596;JARDIM PAULISTA;1409002;30609013;;;Ativa;45;JARDIM PAULISTA;4502;35005705;35005705;;4 MESES A 3 ANOS;14/09/2018;71;13/09/2018;;14/set/18;;;;-23562178;-46660000;31/12/2022
BT;19262;CEU EMEF;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5588001;37324530;;;Ativa;67;RIO PEQUENO;6704;35056996;35056996;1,621E+14;;07/02/2003;42.832;06/02/2003;;08/mai/07;;;;-23582405;-46750786;31/12/2022
BT;19281;CEU EMEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5588001;37324520;;;Ativa;67;RIO PEQUENO;6704;35057022;35057022;1,621E+14;;07/02/2003;42.832;06/02/2003;;08/mai/07;;;;-23582405;-46750786;31/12/2022
BT;400514;CEU CEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5564000;37324510;;;Ativa;67;RIO PEQUENO;6704;35057034;35057034;1,621E+14;;07/02/2003;42.832;06/02/2003;;22/mai/07;;;;-23582400;-46750786;31/12/2022
BT;18244;EMEI;CAMILLO ASHCAR, PROF.;CAMILLO ASHCAR, PROF.;;BUTANTA;BUTANTA;RUA JOSE PORFIRIO DE SOUZA;495;JARDIM RAPOSO TAVARES;5563090;37824835;;;Ativa;65;RAPOSO TAVARES;6504;35207913;35207913;1,621E+14;;29/10/1996;36.494;29/10/1996;;13/mar/05;;CONJ. HABITACIONAL JARDIM EDUCANDARIO;;-23602364;-46782606;31/12/2022
BT;301833;ESC.PART.;CANTINHO COLORIDO E.E.I.;CANTINHO COLORIDO E.E.I.;;BUTANTA;BUTANTA;AVENIDA NOSSA SENHORA DA ASSUNCAO;987;VILA BUTANTA;5359001;37685551;;;Ativa;67;RIO PEQUENO;6705;35151610;35151610;;;;;;;20/mar/96;;;;-23568416;-46746381;31/12/2022
BT;90115;EMEI;CAROLINA MARIA DE JESUS;CAROLINA MARIA DE JESUS;;BUTANTA;BUTANTA;RUA DOMINGOS DE ABREU;458;VILA DALVA;5387070;37611397;37120775;;Ativa;67;RIO PEQUENO;6702;35092782;35092782;1,621E+14;;04/07/1985;21.065;04/07/1985;;13/mar/01;;JARDIM ADALGIZA;;-23564870;-46764260;31/12/2022
BT;307726;CR.P.CONV;CAROLINA MARIA DE JESUS;CAROLINA MARIA DE JESUS;;BUTANTA;BUTANTA;RUA SEBASTIÃO GONÇALVES;423;JARDIM OLYMPIA;5542040;37334745;;;Ativa;94;VILA SONIA;9401;35464661;35464661;;2 A 3 ANOS;24/01/2012;2011.0.333.882.6;24/01/2012;24/jan/12;27/jun/19;;GARATUJA, CEI;;-23590072;-46749565;31/12/2022
BT;90077;EMEI;CAROLINA RIBEIRO, PROFA.;CAROLINA RIBEIRO, PROFA.;;BUTANTA;BUTANTA;RUA MAJOR WALTER CARLSON;879;JARDIM SAO JORGE RAPOSO TAVARES;5567050;37829748;37821248;;Ativa;65;RAPOSO TAVARES;6503;35087580;35087580;1,621E+14;;14/12/1981;17.727;14/12/1981;;;;JARDIM ARPOARDOR;;-23594829;-46788253;31/12/2022
BT;307815;CR.P.CONV;CASA DA INFANCIA DO MENINO JESUS;CASA DA INFANCIA DO MENINO JESUS;;BUTANTA;BUTANTA;RUA ABÍLIO BARBOSA LIMA;52;JARDIM ESTER YOLANDA;5374020;;;;Ativa;67;RIO PEQUENO;6703;35474812;35474812;;0A A 3A;01/08/2012;2012.0.144.750.6;01/08/2012;01/ago/12;10/out/18;;MENINO JESUS;;-23580784;-46758347;31/12/2022
BT;306191;CR.P.CONV;CASA DA PEQUENA IVETE;CASA DA PEQUENA IVETE;;BUTANTA;PINHEIROS;RUA INHATIUM;152;ALTO DE PINHEIROS;5468160;30223059;;;Ativa;2;ALTO DE PINHEIROS;201;35180610;35180610;;1A A 3A;;;;20/jul/02;19/nov/11;;;;-23537977;-46712948;31/12/2022
BT;306121;ESC.PART.;CASA DA VOVO ;CASA DA VOVO ;;BUTANTA;PINHEIROS;RUA JOAQUIM ANTUNES;71;PINHEIROS;5415010;30851368;;;Ativa;62;PINHEIROS;6202;35163867;35163867;;;;;;;17/jul/01;;;;-23567287;-46678914;31/12/2022
BT;309318;CR.P.CONV;CASINHA DA TIA LORE;CASINHA DA TIA LORE;;BUTANTA;BUTANTA;RUA FREI VITAL DE FRESCAROLO;282;JARDIM JOÃO XXIII;5569030;37821900;;;Ativa;65;RAPOSO TAVARES;6505;35006136;35006136;;;26/12/2018;6,0162E+15;26/12/2018;;19/jun/21;;VOVO FLOR;;-23601089;-46792655;31/12/2022
BT;308778;ESC.PART.;CASTELINHO DOURADO, COLEGIO;CASTELINHO DOURADO, COLEGIO;;BUTANTA;BUTANTA;AVENIDA PROFESSOR JOSÉ MARIA ALKMIN;421;JARDIM ESTER;5366000;22514996;;;Ativa;12;RIO PEQUENO;1204;35008073;35008073;;02 ANOS A 05 ANOS DE IDADE;11/04/2017;16;30/03/2017;;27/dez/19;;EEI ARAUTOS CASTELINHO DOURADO;;-23580579;-46753880;31/12/2022
BT;400034;CEI DIRET;COHAB RAPOSO TAVARES;COHAB RAPOSO TAVARES;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUÊ;560;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37814606;;;Ativa;65;RAPOSO TAVARES;6501;35238491;35238491;1,621E+14;0 A 4 ANOS;12/11/1991;30554;12/11/1991;04/jul/15;22/mai/07;;;;-23586508;-46800644;31/12/2022
BT;501075;MOVA;CENTRO COMUNITARIO RAPOSO TAVARES;CENTRO COMUNITARIO RAPOSO TAVARES;;BUTANTA;BUTANTA;RUA CACHOEIRA VIDA NOVA;80;CONJUNTO PROMORAR RAPOSO TAVARES;5574460;37830663;;;Ativa;65;RAPOSO TAVARES;6501;;;;;;;;24/nov/06;;;;;-23585872;-46801066;31/12/2022
BT;500933;MOVA;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID II BT;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID II BT;;BUTANTA;BUTANTA;RUA AQUIANES;13;VILA BUTANTA;5360120;37610029;;;Ativa;67;RIO PEQUENO;6702;;;;;;;;30/out/06;;;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID;;-23561998;-46742934;31/12/2022
BT;309055;ESC.PART.;CENTRO INFANTIL DE EDUCACAO INTEGRAL LTDA;CENTRO INFANTIL DE EDUCACAO INTEGRAL LTDA;;BUTANTA;PINHEIROS;RUA DAS FIANDEIRAS;777;VILA OLÍMPIA;4545005;38428013;;;Ativa;35;ITAIM BIBI;3502;35008075;35008075;;6 MESES A 2 ANOS E 11 MESES;14/04/2018;19;10/04/2018;;05/nov/19;;CENTRO INFANTIL DE EDUCACAO INTEGRADA;;-23595696;-46681139;31/12/2022
BT;500829;MOVA;CENTRO SOCIAL SANTO DIAS UNID I BT;CENTRO SOCIAL SANTO DIAS UNID I BT;;BUTANTA;BUTANTA;AVENIDA OTACÍLIO TOMANIK;1555;VILA POLOPOLI;5363101;37665166;;;Ativa;67;RIO PEQUENO;6705;;;;;;;;17/out/06;;;;;-23566253;-46747490;31/12/2022
BT;309179;ESC.PART.;CENTRO SODRE DE EDUCACAO INFANTIL EIRELI-EPP;CENTRO SODRE DE EDUCACAO INFANTIL EIRELI-EPP;;BUTANTA;PINHEIROS;RUA DOUTOR SODRÉ;191;VILA NOVA CONCEICAO;4535110;30442226;;;Ativa;35;ITAIM BIBI;3502;35005661;35005661;;6 MESES A 5 ANOS;21/08/2018;59;17/08/2018;;06/nov/19;;;;-23592237;-46674439;31/12/2022
BT;19551;CEU EMEF;CESAR ARRUDA CASTANHO, DEP.;CESAR ARRUDA CASTANHO, DEP.;UIRAPURU;BUTANTA;BUTANTA;RUA NAZIR MIGUEL;849;JARDIM PAULO VI;5570030;37830669;;;Ativa;65;RAPOSO TAVARES;6505;35246360;35246360;1,621E+14;;17/12/1999;38.818;16/12/1999;;13/mar/01;;JARDIM CAMBARA;;-23600301;-46789110;31/12/2022
BT;501553;MOVA;CETEAC-CENTRO DE ESTUDOS E TRABALHOS EM EDUC, ARTE E CULTURA;CETEAC-CENTRO DE ESTUDOS E TRABALHOS EM EDUC, ARTE E CULTURA;;BUTANTA;BUTANTA;RUA VISCONDE DE NACAR;9;REAL PARQUE;5685010;32054975;967947310;;Ativa;54;MORUMBI;5404;;;;;21/07/2015;2,01502E+11;21/07/2015;;;;CETEAC-CENTRO DE ESTUDOS E TRABALHOS EM EDUC,;;-23608741;-46705348;31/12/2022
BT;400870;CEI INDIR;CHACARA DO JOCKEY;CHACARA DO JOCKEY;;BUTANTA;BUTANTA;AVENIDA PIRAJUSSARA;4483;INSTITUTO DE PREVIDÊNCIA;5534000;37514126;;;Ativa;94;VILA SONIA;9402;35006656;35006656;;;02/08/2019;6,0162E+15;02/08/2019;;16/fev/22;;;;-23597470;-46746848;31/12/2022
BT;309320;CR.P.CONV;CLARA PUGLIESE RODRIGUES;CLARA PUGLIESE RODRIGUES;;BUTANTA;BUTANTA;RUA RAUL TELLES RUDGE;68;SUPER QUADRA MORUMBI;5750340;24765821;;;Ativa;94;VILA SONIA;9404;35006138;35006138;;;26/12/2018;6,0162E+15;26/12/2018;;05/abr/22;;SONHO DE INFANCIA;;-23614769;-46750988;31/12/2022
BT;99023;EMEI;CLYCIE MENDES CARNEIRO;CLYCIE MENDES CARNEIRO;;BUTANTA;BUTANTA;RUA JOAQUINA DA LAPA;210;JARDIM ESTER YOLANDA;5374070;37828891;37814142;37814142;Ativa;67;RIO PEQUENO;6703;35095710;35095710;1,621E+14;;04/11/1987;24.873;04/11/1987;;13/mar/01;;JARDIM ESTHER YOLANDA;;-23579131;-46760639;31/12/2022
BT;400414;CEI INDIR;COHAB EDUCANDARIO;COHAB EDUCANDARIO;;BUTANTA;BUTANTA;RUA JOSE PORFIRIO DE SOUZA;S/N   ;JARDIM RAPOSO TAVARES;5563090;37816945;;;Ativa;65;RAPOSO TAVARES;6504;35184573;35184573;;1A A 3A;30/10/1996;36509;30/10/1996;20/jul/02;23/nov/11;;;;-23603026;-46780426;31/12/2022
BT;307988;ESC.PART.;COLEGIO ANDRADE GRIGOLI;COLEGIO ANDRADE GRIGOLI;;BUTANTA;BUTANTA;RUA DAVID BEN GURION;240;JARDIM MONTE KEMEL;5634000;;;;Ativa;94;VILA SONIA;9404;35496820;35496820;;18M A 5A;02/09/2013;29;28/08/2013;;02/set/13;;;;-23603597;-46738421;31/12/2022
BT;308007;ESC.PART.;COLEGIO ARTE VIVA;COLEGIO ARTE VIVA;;BUTANTA;BUTANTA;AVENIDA GENERAL ASDRÚBAL DA CUNHA;279;JARDIM ARPOADOR;5565000;37810693;;;Ativa;65;RAPOSO TAVARES;6505;35561654;35561654;;01 ANO A 05 ANOS;31/10/2013;42;16/10/2013;;31/out/13;;;;-23590913;-46792461;31/12/2022
BT;309811;ESC.PART.;COLEGIO BRASIL CANADA - UNIDADE PINHEIROS;COLEGIO BRASIL CANADA - UNIDADE PINHEIROS;;BUTANTA;PINHEIROS;AVENIDA PEDROSO DE MORAIS;1270;PINHEIROS;5420001;;;;Ativa;62;PINHEIROS;6201;35008782;35008782;;0 A 5 ANOS E 11 MESES;15/02/2022;54;14/02/2022;;;;;;-23560007;-46694800;31/12/2022
BT;309260;ESC.PART.;COLEGIO CARLOTA BENEDITA;COLEGIO CARLOTA BENEDITA;;BUTANTA;BUTANTA;RUA MILTON SOARES;59;JARDIM SARAH;5382010;37669518;;;Ativa;67;RIO PEQUENO;6703;35005838;35005838;;4 MESES A 5 ANOS;06/11/2018;536;25/10/2018;;10/set/21;;;;-23573730;-46760489;31/12/2022
