DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
SA;92339;EMEI;NEUSA MARIA ROSSI;NEUSA MARIA ROSSI;;SANTO AMARO;JABAQUARA;RUA LUCRECIA MACIEL;40;VILA GUARANI;4314130;50170571;;50170021;Ativa;38;JABAQUARA;3803;35051901;35051901;1,631E+14;;;;;;17/abr/85;;VILA GUARANI - PI 61;;-23634309;-46636563;31/12/2022
SA;306826;CR.P.CONV;NOSSA SENHORA DAS GRACAS;NOSSA SENHORA DAS GRACAS;;SANTO AMARO;CIDADE ADEMAR;RUA ROQUE CORDEIRO;27;JARDIM APURÁ;4470180;55600687;;;Ativa;58;PEDREIRA;5805;35336683;35336683;;2A A 3A;18/06/2007;2,007E+11;18/06/2007;18/jun/07;14/set/11;;;;-23709344;-46653622;31/12/2022
SA;306706;CR.P.CONV;NOSSAS CRIANCAS;NOSSAS CRIANCAS;;SANTO AMARO;CIDADE ADEMAR;AVENIDA EDUARDO PEREIRA RAMOS;247;JARDIM SAO JORGE;4432000;56129699;;;Ativa;22;CIDADE ADEMAR;2204;35288226;35288226;;1 A 3 ANOS;;;;06/fev/06;15/set/11;;;;-23688213;-46665376;31/12/2022
SA;309312;CR.P.CONV;NOSSAS CRIANCAS - III;NOSSAS CRIANCAS - III;;SANTO AMARO;CIDADE ADEMAR;AVENIDA DOS GUATAMBUS;77;ELDORADO;4476420;56762523;;;Ativa;58;PEDREIRA;5804;35006118;35006118;;;04/02/2019;6,0162E+15;04/02/2019;;19/mar/20;;;;-23713938;-46623205;31/12/2022
SA;306824;CR.P.CONV;NOSSAS CRIANCAS II;NOSSAS CRIANCAS II;;SANTO AMARO;CIDADE ADEMAR;RUA BASTOS TIGRE;383;JARDIM SÃO JORGE;4432120;56145809;;;Ativa;22;CIDADE ADEMAR;2204;35335551;35335551;;2 A 3 ANOS;31/05/2007;2006.0.185.343.8;31/05/2007;31/mai/07;08/ago/14;;;;-23682024;-46663691;31/12/2022
SA;307261;ESC.PART.;NOVA ESTRELA;NOVA ESTRELA;;SANTO AMARO;JABAQUARA;AVENIDA PEDRO BUENO;348;JABAQUARA;4342000;50718801;;;Ativa;38;JABAQUARA;3802;35443153;35443153;;4M A 5A;30/04/2010;96;28/04/2010;;30/abr/10;;;;-23634427;-46647397;31/12/2022
SA;306534;ESC.PART.;NOVA SABARA RECREACAO INFANTIL;NOVA SABARA RECREACAO INFANTIL;;SANTO AMARO;SANTO AMARO;RUA LUIS BUENO DE MIRANDA;289;JARDIM PALMARES;4457120;56123328;;;Ativa;16;CAMPO GRANDE;1604;35121496;35121496;;ZERO A 6A E 11M;;;;;13/nov/02;;;;-23690256;-46675050;31/12/2022
SA;501551;MOVA;OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA;OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA;;SANTO AMARO;CIDADE ADEMAR;RUA BEMAVENTURADO ALBERICO CRESCITELLI;8;VILA MISSIONÁRIA;4430030;56127572;;;Ativa;22;CIDADE ADEMAR;2205;;;;;21/07/2015;2,01501E+11;21/07/2015;;;;;;-23689892;-46648087;31/12/2022
SA;309337;ESC.PART.;OH HAPPY DAY KIDS;OH HAPPY DAY KIDS;;SANTO AMARO;JABAQUARA;PRACA NOVA AMÉRICA;152;VILA GUARANI Z SUL;4316090;43222479;;;Ativa;38;JABAQUARA;3803;35006274;35006274;;0 A 5 ANOS;10/04/2019;47;08/04/2019;;;;;;-23640610;-46635603;31/12/2022
SA;305972;ESC.PART.;PARQUE COLONIAL E.E.I.;PARQUE COLONIAL E.E.I.;;SANTO AMARO;SANTO AMARO;RUA BRÁS DE ARZÃO;163;NOVA PIRAJU;4625050;55351549;;;Ativa;15;CAMPO BELO;1502;35177805;35177805;;;;;;;02/set/00;;;;-23628258;-46666559;31/12/2022
SA;307244;ESC.PART.;PARQUE DA ALEGRIA;PARQUE DA ALEGRIA;;SANTO AMARO;CIDADE ADEMAR;RUA BAQUIRIVU;137;CIDADE ADEMAR;4404030;981805000;;;Ativa;22;CIDADE ADEMAR;2203;35293994;35293994;;ZERO A 5 A;14/04/2010;90;12/04/2010;;14/abr/10;;;;-23666848;-46658291;31/12/2022
SA;400403;CEI INDIR;PARQUE DOROTEIA;PARQUE DOROTEIA;;SANTO AMARO;CIDADE ADEMAR;RUA FRANCISCO JOSE DA COSTA;70;PARQUE DOROTEIA;4474290;55603985;55603922;;Ativa;58;PEDREIRA;5803;35183748;35183748;;ZERO A 3 A;20/07/2002;2002.0.122.081.0;01/07/2002;20/jul/02;17/set/11;;;;-23701388;-46640712;31/12/2022
SA;400244;CEI DIRET;ANGELA MARIA FERNANDES;ANGELA MARIA FERNANDES;;SANTO AMARO;JABAQUARA;RUA CABO ALFREDO CLEMENTE;200;JARDIM SUL SAO PAULO;4413070;56211749;;;Ativa;38;JABAQUARA;3806;35238855;35238855;1,631E+14;ZERO A 6A E11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;VILA CLARA;;-23671782;-46636717;31/12/2022
SA;400247;CEI DIRET;PALMIRA DOS SANTOS ABRANTE;PALMIRA DOS SANTOS ABRANTE;;SANTO AMARO;CIDADE ADEMAR;RUA FRANCISCO DE ALVARENGA;451;JARDIM MIRIAM;4417260;56217953;56251333;;Ativa;22;CIDADE ADEMAR;2206;35238824;35238824;1,631E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;VILA ELIDA;;-23680496;-46636379;31/12/2022
SA;400248;CEI DIRET;VILA ERNESTINA;VILA ERNESTINA;;SANTO AMARO;SANTO AMARO;RUA PROFESSOR GUILHERME BELFORT SABINO;915;CAMPININHA;4678001;56316531;56340888;56316531;Ativa;16;CAMPO GRANDE;1603;35238697;35238697;1,631E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;;;-23670093;-46681810;31/12/2022
SA;400250;CEI DIRET;VILA IMPERIO;VILA IMPERIO;;SANTO AMARO;CIDADE ADEMAR;RUA CARAXUÉS;27;CIDADE ADEMAR;4405170;55654751;55625896;;Ativa;22;CIDADE ADEMAR;2203;35238806;35238806;1,631E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;;;-23672819;-46655782;31/12/2022
SA;307276;ESC.PART.;PASSINHO FELIZ;PASSINHO FELIZ;;SANTO AMARO;SANTO AMARO;RUA PROFESSOR GUILHERME BELFORT SABINO;777;CAMPININHA;4678001;56313559;;;Ativa;16;CAMPO GRANDE;1603;35293829;35293829;;ZERO A 5A;03/06/2010;110;01/06/2010;;03/jun/10;;;;-23671582;-46680853;31/12/2022
SA;309348;CR.P.CONV;PASSOS DO FUTURO;PASSOS DO FUTURO;;SANTO AMARO;CIDADE ADEMAR;AVENIDA ÂNGELO CRISTIANINI;416;CIDADE JÚLIA;4424000;56218774;;;Ativa;22;CIDADE ADEMAR;2205;35006425;35006425;;;30/05/2019;6,0162E+15;30/05/2019;;18/nov/22;;;;-23684364;-46637741;31/12/2022
SA;400252;CEI DIRET;DOMINGOS  RUFINO DE SOUZA;DOMINGOS  RUFINO DE SOUZA;;SANTO AMARO;JABAQUARA;RUA NAVARRA;260;VILA SANTA CATARINA;4374020;55643971;55632821;;Ativa;38;JABAQUARA;3801;35238867;35238867;1,631E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;VILA MIRA;;-23651512;-46653679;31/12/2022
SA;400253;CEI DIRET;VILA MISSIONARIA;VILA MISSIONARIA;;SANTO AMARO;CIDADE ADEMAR;RUA PIETRO MONGINI;S/N   ;VILA MISSIONARIA;4430040;56111194;;56111194;Ativa;22;CIDADE ADEMAR;2205;35238879;35238879;1,631E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/mai/07;;;;-23688870;-46649177;31/12/2022
SA;19260;CEU EMEF;PAULO GONCALO DOS SANTOS, PROF.;PAULO GONCALO DOS SANTOS, PROF.;ALVARENGA;SANTO AMARO;CIDADE ADEMAR;ESTRADA DO ALVARENGA;3752;BALNEARIO SAO FRANCISCO;4474340;56722516;56722520;;Ativa;58;PEDREIRA;5805;35056571;35056571;1,631E+14;;07/02/2003;42.832;06/02/2003;;08/mai/07;;ALVARENGA;;-23704976;-46644493;31/12/2022
SA;309236;CR.P.CONV;PE DE MOLEQUE;PE DE MOLEQUE;;SANTO AMARO;CIDADE ADEMAR;AVENIDA YERVANT KISSAJIKIAN;2793;AMERICANÓPOLIS;4428010;309236;;;Ativa;22;CIDADE ADEMAR;2203;35005773;35005773;;0 A 3 ANOS;05/10/2018;6,0162E+15;05/10/2018;;28/set/21;;ALICE NO PAIS DAS MARAVILHAS - II;;-23679746;-46655133;31/12/2022
SA;400629;CEI INDIR;PEDREIRA;PEDREIRA;;SANTO AMARO;CIDADE ADEMAR;ESTRADA DO ALVARENGA;420;JARDIM PEDREIRA;4462000;56114396;;;Ativa;58;PEDREIRA;5801;35311571;35311571;;0 A 3 ANOS;;;;01/fev/07;17/set/11;;;;-23696931;-46669198;31/12/2022
SA;19523;EMEI;PEDREIRA I;PEDREIRA I;;SANTO AMARO;CIDADE ADEMAR;ESTRADA DO ALVARENGA;770;JARDIM DA PEDREIRA;4462105;56114685;56114106;;Ativa;58;PEDREIRA;5801;35585361;35585361;1,631E+14;;04/02/2016;56788;03/02/2016;;02/dez/16;;;;-23712790;-46635588;31/12/2022
SA;309247;ESC.PART.;PEQUENO EINSTEIN, COLEGIO;PEQUENO EINSTEIN, COLEGIO;;SANTO AMARO;JABAQUARA;AVENIDA ENGENHEIRO GEORGE CORBISIER;440;JABAQUARA;4345000;55663592;56778308;;Ativa;38;JABAQUARA;3802;35005785;35005785;;0 A 5 ANOS;19/10/2018;171;16/10/2018;;29/dez/18;;;;-23640562;-46643686;31/12/2022
SA;309768;CR.P.CONV;PEQUENOS GENIOS - FLORES;PEQUENOS GENIOS - FLORES;;SANTO AMARO;CIDADE ADEMAR;RUA RODRIGUES DE MEDEIROS;340;BALNEÁRIO MAR PAULISTA;4464050;930533244;;;Ativa;58;PEDREIRA;5801;35008307;35008307;;;04/11/2021;1232021;04/11/2021;;;;;;-23697659;-46659326;31/12/2022
SA;93289;EMEF;PEREIRA CARNEIRO, CDE.;PEREIRA CARNEIRO, CDE.;;SANTO AMARO;SANTO AMARO;AVENIDA JOÃO PEIXOTO VIEGAS;441;JARDIM CONSÓRCIO;4437000;56319575;56310733;;Ativa;16;CAMPO GRANDE;1604;35053843;35053843;1,631E+14;;09/03/1961;5.097;09/03/1961;;10/abr/81;;ESCOLAS REUNIDAS DO JARDIM CONSORCIO;;-23671695;-46676073;31/12/2022
SA;308108;ESC.PART.;PETUTINHO, E.R.I.;PETUTINHO, E.R.I.;;SANTO AMARO;CIDADE ADEMAR;RUA GEORGE BERNANOS;412;JARDIM SÃO JORGE;4432110;56140143;;;Ativa;22;CIDADE ADEMAR;2204;35563812;35563812;;1 A 5 ANOS;09/07/2014;51;07/07/2014;;;;PETUTINHO, C.R.I.;;-23683976;-46661629;31/12/2022
SA;308084;ESC.PART.;PHANTASIALAND CRECHE ED INFANTIL;PHANTASIALAND CRECHE ED INFANTIL;;SANTO AMARO;SANTO AMARO;RUA DIOGO DE QUADROS;129;SANTO AMARO;4710010;55488970;;;Ativa;71;SANTO AMARO;7101;35562099;35562099;;4 MESES A 5 ANOS;07/05/2014;34;05/05/2014;;24/abr/19;;;;-23628061;-46693136;31/12/2022
SA;306394;CR.P.CONV;PINGO DE GENTE;PINGO DE GENTE;;SANTO AMARO;CIDADE ADEMAR;RUA JOSÉ FLÁVIO PEREIRA;200;PARQUE DOROTEIA;4474220;55600377;;;Ativa;58;PEDREIRA;5803;35183842;35183842;;0 A 3 ANOS;;;;20/jul/02;14/dez/11;;;;-23700863;-46642918;31/12/2022
SA;307310;CR.P.CONV;PIO, PE;PIO, PE;;SANTO AMARO;CIDADE ADEMAR;RUA DOUTOR ALEXANDRE KALIL YAZBEK;35;PRAIA DO LEBLON;4474370;56728095;;;Ativa;58;PEDREIRA;5804;35443888;35443888;;DE 01 A 03 ANOS;25/06/2010;2010.0.039.600.9;25/06/2010;25/jun/10;14/set/11;;PADRE PIO;;-23709876;-46639363;31/12/2022
SA;309248;ESC.PART.;PITANGATU, ESCOLA;PITANGATU, ESCOLA;;SANTO AMARO;SANTO AMARO;RUA JOSÉ DOS SANTOS JÚNIOR;184;CAMPO BELO;4609010;26151462;;;Ativa;15;CAMPO BELO;1502;35005792;35005792;;2 A 5 ANOS;23/10/2018;176;22/10/2018;;08/abr/21;;;;-23622607;-46680850;31/12/2022
SA;307080;ESC.PART.;PLANETA COLORIDO;PLANETA COLORIDO;;SANTO AMARO;JABAQUARA;RUA DAS PITOMBEIRAS;197;VILA PARQUE JABAQUARA;4321160;50118913;;;Ativa;38;JABAQUARA;3804;35329265;35329265;;4 M A 5 A;24/04/2009;128;15/04/2009;;24/abr/09;;;;-23604800;-46647410;31/12/2022
SA;305821;ESC.PART.;PLANETA CRIANCA E.E.I.;PLANETA CRIANCA E.E.I.;;SANTO AMARO;SANTO AMARO;RUA DOS BRASOES;142;SANTO AMARO;4603030;55334668;;;Ativa;71;SANTO AMARO;7103;35800880;35800880;;;;;;;06/jun/00;;;;-23628788;-46687429;31/12/2022
SA;308813;ESC.PART.;POR DO SOL, E.E.I.;POR DO SOL, E.E.I.;;SANTO AMARO;SANTO AMARO;RUA AMÉRICO BRASILIENSE;946;ALTO DA BOA VISTA;4715000;51812997;;;Ativa;71;SANTO AMARO;7101;35004570;35004570;;04 MESES A 03 ANOS;27/07/2017;118;25/07/2017;;28/jun/19;;;;-23632907;-46698807;31/12/2022
SA;15423;EMEF;PRESTES MAIA;PRESTES MAIA;;SANTO AMARO;CIDADE ADEMAR;RUA SELMA KURTZ;166;JARDIM MARIA LUIZA;4434010;56128553;56128554;;Ativa;22;CIDADE ADEMAR;2204;35200086;35200086;1,631E+14;;17/11/1994;34.666;17/11/1994;;13/mar/01;;JARDIM MARTINES;;-23677047;-46665417;31/12/2022
SA;307380;ESC.PART.;PRIMEIROS PASSOS;PRIMEIROS PASSOS;;SANTO AMARO;SANTO AMARO;RUA ITAGYBA SANTIAGO;221;VILA ALEXANDRIA;4635050;36246032;;;Ativa;15;CAMPO BELO;1501;35329204;35329204;;03 MESES A 5 ANOS;24/09/2010;142;20/09/2010;;24/set/10;;;;-23640236;-46669486;31/12/2022
SA;309237;CR.P.CONV;PRINCESA ISABEL III;PRINCESA ISABEL III;;SANTO AMARO;CIDADE ADEMAR;RUA RODOLFO LASSALA FREIRE;295;JARDIM RUBILENE;4475370;46774022;;;Ativa;58;PEDREIRA;5803;35005775;35005775;;;05/10/2018;6,0162E+15;05/10/2018;;18/dez/19;;MATHEUS ARAUJO PARANHOS;;-23701528;-46635996;31/12/2022
SA;306918;ESC.PART.;PRINCIPIO CENTRO EDUC.;PRINCIPIO CENTRO EDUC.;;SANTO AMARO;SANTO AMARO;RUA PAJAÚ;109;VILA ANHANGÜERA;4673000;55222452;;;Ativa;16;CAMPO GRANDE;1601;35293854;35293854;;3A A 5A;24/04/2008;139;24/04/2008;;24/abr/08;;PRINCIPIO CENTRO EDUC. UNID II;;-23588385;-46621686;31/12/2022
SA;309635;CR.P.CONV;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNID XII;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNID XII;;SANTO AMARO;JABAQUARA;RUA DOUTOR ALCIDES DE CAMPOS;407;AMERICANÓPOLIS;4336160;56783814;;;Ativa;38;JABAQUARA;3805;35007577;35007577;;;03/12/2020;6,0162E+15;04/12/2020;;09/dez/21;;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA;;-23664744;-46643226;31/12/2022
SA;400823;CEI INDIR;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI;;SANTO AMARO;JABAQUARA;AVENIDA RODRIGUES MONTEMOR;395;CIDADE DOMITILA;4387002;55635569;;;Ativa;38;JABAQUARA;3805;35004173;35004173;;;27/12/2016;2,01603E+11;27/12/2016;;05/jun/18;;CIDADE AZUL;;-23662922;-46647860;31/12/2022
SA;308904;CR.P.CONV;PRO REI V ELDORADO;PRO REI V ELDORADO;;SANTO AMARO;CIDADE ADEMAR;AVENIDA ALDA;2200;ELDORADO;4476240;55603045;;;Ativa;58;PEDREIRA;5804;35005201;35005201;;;24/11/2017;1;24/11/2017;01/dez/17;;;;;-23715005;-46628314;31/12/2022
SA;309075;ESC.PART.;PROGRAMA ASSISTENCIAL LUZ E LAPIS;PROGRAMA ASSISTENCIAL LUZ E LAPIS;;SANTO AMARO;SANTO AMARO;RUA BENEDITO FERNANDES;155;SANTO AMARO;4746110;55481461;;;Ativa;71;SANTO AMARO;7104;35063058;35063058;;;30/09/2003;30;25/09/2003;;;;;;-23660194;-46707733;31/12/2022
SA;307478;ESC.PART.;PROJETO KIDS II;PROJETO KIDS II;;SANTO AMARO;SANTO AMARO;RUA MOLIÉRE;86;VILA SOFIA;4671090;56341589;;;Ativa;16;CAMPO GRANDE;1603;35450085;35450085;;ZERO A 5 ANOS ;16/03/2011;66;04/03/2011;;16/mar/11;;;;-23656224;-46692666;31/12/2022
SA;307472;ESC.PART.;PUERI REGNUM;PUERI REGNUM;;SANTO AMARO;SANTO AMARO;RUA PRINCESA ISABEL;378;BROOKLIN PAULISTA;4601001;55614949;;;Ativa;15;CAMPO BELO;1502;35474800;35474800;;04 MESES A 05 ANOS;22/02/2011;59;17/02/2011;;22/fev/11;;;;-23622195;-46682690;31/12/2022
SA;309749;ESC.PART.;QUINTAL DAS OLIVEIRAS;QUINTAL DAS OLIVEIRAS;;SANTO AMARO;CIDADE ADEMAR;RUA AILSON SIMÕES;442;CUPECÊ;4652228;508069089;976174195;;Ativa;22;CIDADE ADEMAR;2202;35008188;35008188;;0 A 5 ANOS;05/10/2021;1242021256;01/10/2021;;05/out/21;;;;-23665245;-46669082;31/12/2022
SA;308793;ESC.PART.;QUIRON, COLEGIO;QUIRON, COLEGIO;;SANTO AMARO;SANTO AMARO;RUA GUILHERME ASBAHR NETO;510;CHÁCARA MONTE ALEGRE;4646001;23393351;;;Ativa;71;SANTO AMARO;7102;35004528;35004528;;0  A 5 ANOS;14/06/2017;75;12/06/2017;;14/jun/17;;;;-23647538;-46682061;31/12/2022
SA;388;EMEI;RAUL JOVIANO DO AMARAL;RAUL JOVIANO DO AMARAL;;SANTO AMARO;CIDADE ADEMAR;RUA VALENTINO FIORAVANTI;128;JARDIM RUBILENE;4475380;56740025;;56741631;Ativa;58;PEDREIRA;5803;35098553;35098553;1,631E+14;;16/09/1988;26.917;16/09/1988;;16/mar/91;;;;-23702963;-46636134;31/12/2022
SA;306559;CR.P.CONV;RECANTO DA FAMILIA;RECANTO DA FAMILIA;;SANTO AMARO;CIDADE ADEMAR;RUA SANTO ALBERICO CRESCITELLI;15;VILA MISSIONARIA;4430030;5613-6464;56127572;;Ativa;22;CIDADE ADEMAR;2205;35102210;35102210;;1 A 3 ANOS;;;;31/dez/03;02/set/11;;;;-23688408;-46648261;31/12/2022
SA;309012;ESC.PART.;RECANTO INFANTIL ASAFE;RECANTO INFANTIL ASAFE;;SANTO AMARO;CIDADE ADEMAR;RUA FRANCISCO VERGUEIRO PORTO;88;PARQUE DOROTEIA;4474300;28858332;;;Ativa;58;PEDREIRA;5803;35005155;35005155;;2 A 5 ANOS;31/01/2018;8;24/01/2018;;20/jun/19;;;;-23702080;-46641495;31/12/2022
SA;400682;CEI INDIR;RICHARD HERNAN MUNOZ CONTRERAS, PE.;RICHARD HERNAN MUNOZ CONTRERAS, PE.;;SANTO AMARO;CIDADE ADEMAR;AVENIDA DOUTOR TORRES NETO;162;CIDADE JÚLIA;4424120;56215774;;;Ativa;22;CIDADE ADEMAR;2205;35385670;35385670;;ZERO A 3A;10/12/2007;2007.0.277.275.1;10/12/2007;10/dez/07;23/dez/08;;RITA LUIZA DA CUNHA III;;-23691669;-46643042;31/12/2022
SA;309496;CR.P.CONV;RITA VITORIANA;RITA VITORIANA;;SANTO AMARO;CIDADE ADEMAR;RUA PROFESSOR QUINTINO MINGÓIA;264;AMERICANÓPOLIS;4409030;56265376;;;Ativa;22;CIDADE ADEMAR;2203;35006788;35006788;;;26/10/2019;6,0162E+15;26/10/2019;;;;MDLD DOCE INFANCIA;;-23677077;-46655106;31/12/2022
SA;19510;EMEI;ROSA MARIA DOGO DE RESENDE, PROFA;ROSA MARIA DOGO DE RESENDE, PROFA;;SANTO AMARO;SANTO AMARO;RUA ZIKE TUMA;640;JARDIM UBIRAJARA ZONA SUL;4458000;56119064;56118914;;Ativa;16;CAMPO GRANDE;1604;35560261;35560261;1,631E+14;;22/02/2014;54862;21/02/2014;;;;JARDIM UBIRAJARA;;-23689143;-46672432;31/12/2022
SA;308006;CR.P.CONV;SAGRADO CORACAO DE JESUS;SAGRADO CORACAO DE JESUS;;SANTO AMARO;JABAQUARA;RUA HILDEBRANDO SIQUEIRA;344;VILA FACHINI;4334150;35646473;;;Ativa;38;JABAQUARA;3804;35497757;35497757;;0 A 3 ANOS;31/10/2013;2013.0.138.023.3;31/10/2013;31/out/13;30/set/14;;;;-23659956;-46640943;31/12/2022
SA;309347;CR.P.CONV;SAKURA;SAKURA;;SANTO AMARO;CIDADE ADEMAR;RUA DOUTOR JOSÉ SÍLVIO DE CAMARGO;1301;ELDORADO;4476070;56739453;;;Ativa;58;PEDREIRA;5804;35006426;35006426;;;06/06/2019;6,0162E+15;06/06/2019;;29/mai/21;;;;-23711136;-46631585;31/12/2022
SA;309748;CR.P.CONV;SAN AGOSTINO;SAN AGOSTINO;;SANTO AMARO;CIDADE ADEMAR;RUA DOUTOR JOSÉ SÍLVIO DE CAMARGO;400;ELDORADO;4476070;984518674;;;Ativa;58;PEDREIRA;5804;35008186;35008186;;;05/10/2021;1242021;05/10/2021;;;;;;-23716912;-46636701;31/12/2022
SA;308903;CR.P.CONV;SANTA BERNADETTE;SANTA BERNADETTE;;SANTO AMARO;CIDADE ADEMAR;AVENIDA PROFESSOR CARDOZO DE MELLO NETO;406;JARDIM SANTA TEREZINHA PEDREIRA;4474180;55236838;;;Ativa;58;PEDREIRA;5803;35005193;35005193;;;24/11/2017;1;24/11/2017;01/dez/17;29/out/19;;MARIA DE LOURDES GOULART;;-23698715;-46639151;31/12/2022
SA;306510;CR.P.CONV;SANTA CATARINA;SANTA CATARINA;;SANTO AMARO;JABAQUARA;RUA DOUTOR DJALMA PINHEIRO FRANCO;63;VILA SANTA CATARINA;4368003;23939000;;;Ativa;38;JABAQUARA;3801;35807370;35807370;;3A A 5A;;;;20/jul/02;15/set/11;;;;-23648767;-46662666;31/12/2022
SA;400472;CR.P.CONV;SANTA CATARINA II;SANTA CATARINA II;;SANTO AMARO;JABAQUARA;RUA DAS ROLINHAS;267;VILA DO ENCONTRO;4323070;50213047;;;Ativa;38;JABAQUARA;3804;35811919;35811919;;1 A 3 ANOS;;;;17/set/02;04/jan/14;;NOSSO CANTINHO;;-23655811;-46641215;31/12/2022
SA;306817;CR.P.CONV;SANTA CATARINA III;SANTA CATARINA III;;SANTO AMARO;JABAQUARA;RUA DOS COMERCIÁRIOS;225;CIDADE VARGAS;4320030;23599300;;;Ativa;38;JABAQUARA;3803;35334091;35334091;;0 A 3 ANOS;31/05/2007;2007.0.075.964.2;31/05/2007;31/mai/07;27/mar/15;;NOSSO CANTINHO II;;-23647327;-46637957;31/12/2022
SA;309140;CR.P.CONV;SANTA CECILIA;SANTA CECILIA;;SANTO AMARO;CIDADE ADEMAR;RUA DAVIDE PEREZ;1031;JARDIM BANDEIRANTES;4470260;31817511;;;Ativa;58;PEDREIRA;5805;35005550;35005550;;;05/07/2018;6,0162E+15;05/07/2018;;;;ELOYSE RODRIGUES;;-23709307;-46657117;31/12/2022
SA;306890;CR.P.CONV;SANTA CLARA DE ASSIS, CEI;SANTA CLARA DE ASSIS, CEI;;SANTO AMARO;CIDADE ADEMAR;RUA BRASIL;171;AMERICANÓPOLIS;4428060;26131511;26131507;;Ativa;22;CIDADE ADEMAR;2204;35391281;35391281;;DE 02 A 05 ANOS;10/12/2007;2007.0.277.277.8;10/12/2007;10/dez/07;15/set/11;;RITA LUIZA DA CUNHA II;;-23682620;-46653298;31/12/2022
SA;309776;ESC.PART.;SANTA LUZIA, ESCOLA;SANTA LUZIA, ESCOLA;;SANTO AMARO;SANTO AMARO;RUA ARNALDO MAGNICCARO;973;VILA GEA;4691060;56316762;;;Ativa;16;CAMPO GRANDE;1601;35008269;35008269;;2 A 5 ANOS;23/11/2021;308;22/11/2021;;23/nov/21;;;;-23675269;-46688965;31/12/2022
SA;400638;CEI INDIR;SANTA TEREZINHA;SANTA TEREZINHA;;SANTO AMARO;CIDADE ADEMAR;AVENIDA PROFESSOR CARDOSO DE MELO NETO;1000;JARDIM SANTA TERESINHA;4474180;55600915;;;Ativa;58;PEDREIRA;5803;35312691;35312691;;0 A 3 ANOS;;;;01/fev/07;04/out/11;;;;-23698613;-46639126;31/12/2022
SA;400715;CEI INDIR;SANTO AMARO;SANTO AMARO;;SANTO AMARO;SANTO AMARO;RUA CERQUEIRA CESAR;301;SANTO AMARO;4750080;55241642;;;Ativa;71;SANTO AMARO;7102;35432933;35432933;;ZERO A 3 A;07/02/2008;2007.0.394.421.1;07/02/2008;07/fev/08;20/ago/11;;;;-23650029;-46709177;31/12/2022
SA;309356;ESC.PART.;SANTO EUGENIO DE MAZENOD;SANTO EUGENIO DE MAZENOD;;SANTO AMARO;JABAQUARA;RUA ROLANDO CURTI;S/N   ;VILA CLARA;4414000;56266888;;;Ativa;38;CIDADE ADEMAR;3806;35006467;35006467;;4 A 5 ANOS;03/07/2019;101;01/07/2019;;;;;;-23671612;-46640440;31/12/2022
SA;306828;CR.P.CONV;SAO FRANCISCO DE ASSIS, CEI;SAO FRANCISCO DE ASSIS, CEI;;SANTO AMARO;CIDADE ADEMAR;RUA ARNOLDO MATTERS;22;BALNEÁRIO MAR PAULISTA;4464120;24765557;;;Ativa;58;PEDREIRA;5801;35336661;35336661;;2 A 5 ANOS;31/05/2007;2007.0.027.042.2;31/05/2007;31/mai/07;;;CANTIDEO DELMEDICO;;-23696035;-46657530;31/12/2022
SA;501423;MOVA;SAO PAULO WOMANS CLUB- CLUBE PAULISTANO DE SENHORAS;SAO PAULO WOMANS CLUB- CLUBE PAULISTANO DE SENHORAS;;SANTO AMARO;CIDADE ADEMAR;RUA JOSÉ ALVES FIDALGO;170;AMERICANÓPOLIS;4428020;56217809;;;Ativa;22;CIDADE ADEMAR;2205;;;;;24/08/2011;2011.0.133.826.7;04/07/2011;24/ago/11;;;SAO PAULO WOMANS CLUB- CLUBE PAULISTANO DE SE;;-23684311;-46647022;31/12/2022
SA;309016;ESC.PART.;SENSES MONTESSORI SCHOOL;SENSES MONTESSORI SCHOOL;;SANTO AMARO;SANTO AMARO;RUA PRINCESA ISABEL;445;BROOKLIN PAULISTA;4601001;26140291;;;Ativa;15;CAMPO BELO;1502;35005154;35005154;;0 A 5 ANOS;10/02/2018;14;08/02/2018;;05/fev/20;;;;-23621567;-46682368;31/12/2022
